label,best_threshold,best_f1_on_val,train_size
toxic,0.87,0.8223938223938224,90000
severe_toxic,0.92,0.52,90000
obscene,0.95,0.8400460299194477,90000
threat,0.8,0.591304347826087,90000
insult,0.93,0.7508532423208191,90000
identity_hate,0.92,0.5348837209302325,90000
