label,best_threshold,best_f1_on_val,train_size
toxic,0.81,0.813228346456693,140000
severe_toxic,0.94,0.51440329218107,140000
obscene,0.89,0.8378527946873271,140000
threat,0.9,0.496,140000
insult,0.92,0.7446043165467626,140000
identity_hate,0.89,0.498220640569395,140000
