train_size,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,precision_micro_baseline,recall_micro_baseline,accuracy_micro_baseline,precision_macro_baseline,recall_macro_baseline,accuracy_macro_baseline,roc_auc_macro_baseline,precision_micro_tuned,recall_micro_tuned,accuracy_micro_tuned,precision_macro_tuned,recall_macro_tuned,accuracy_macro_tuned,roc_auc_macro_tuned,imbalance_note
143613,6,5,2,True,0.15,2692,3,0.001,0.02,1.0,2,True,False,2,192,24,1.5e-05,66958086,0.20308602838514414,0.09631064661188768,0.20308602838514414,1715.7713471069983,47.87883654799771,0.7021890016017085,0.6005034676019742,0.7782515991471215,0.6744256718128434,0.5617631983598155,0.9362186788154897,0.970871454234031,0.4638922243843175,0.908864498043838,,0.9906634290886595,0.7314629258517034,0.8314350797266514,0.9826210469148181,0.606398898986733,0.7827581441635196,,0.9906634290886595,Dataset is highly imbalanced (~90% non-toxic)
