label,best_threshold,best_f1_on_val,train_size
toxic,0.95,0.8234113712374582,120000
severe_toxic,0.89,0.537117903930131,120000
obscene,0.94,0.8405466970387244,120000
threat,0.67,0.56,120000
insult,0.94,0.7554252199413489,120000
identity_hate,0.76,0.5760869565217391,120000
