train_size,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,precision_micro_baseline,recall_micro_baseline,accuracy_micro_baseline,precision_macro_baseline,recall_macro_baseline,accuracy_macro_baseline,roc_auc_macro_baseline,precision_micro_tuned,recall_micro_tuned,accuracy_micro_tuned,precision_macro_tuned,recall_macro_tuned,accuracy_macro_tuned,roc_auc_macro_tuned,imbalance_note
50000,6,5,2,True,0.15,937,3,0.001,0.02,1.0,2,True,False,2,192,24,1.5e-05,66958086,0.22373289386916878,0.09977415433205908,0.22373289386916878,598.9574159839995,48.5074540669998,0.5989676041295835,0.47914324141014664,0.7588546614194599,0.6417301919912842,0.43565510098394616,0.9581435079726651,0.9529389647825542,0.34071830433285527,0.9122965634566134,,0.986895766620381,0.7249157376199119,0.7961275626423691,0.9814408656055479,0.6087148113552218,0.6914255276153009,,0.986895766620381,Dataset is highly imbalanced (~90% non-toxic)
