label,best_threshold,best_f1_on_val,train_size
toxic,0.91,0.8165225744476465,80000
severe_toxic,0.94,0.5398230088495575,80000
obscene,0.94,0.8423502036067481,80000
threat,0.91,0.5507246376811594,80000
insult,0.93,0.7582227351413734,80000
identity_hate,0.95,0.5306122448979592,80000
