label,best_threshold,best_f1_on_val,train_size
toxic,0.83,0.8293460925039873,143613
severe_toxic,0.92,0.5387931034482759,143613
obscene,0.95,0.8438818565400844,143613
threat,0.84,0.524822695035461,143613
insult,0.9,0.7541547277936963,143613
identity_hate,0.88,0.5555555555555556,143613
