label,best_threshold,best_f1_on_val,train_size
toxic,0.94,0.8239202657807309,130000
severe_toxic,0.91,0.5545023696682464,130000
obscene,0.95,0.8263736263736263,130000
threat,0.65,0.5714285714285714,130000
insult,0.92,0.7583854462762933,130000
identity_hate,0.95,0.5620915032679739,130000
