label,best_threshold,best_f1_on_val,train_size
toxic,0.95,0.7959714100064977,30000
severe_toxic,0.92,0.5067385444743935,30000
obscene,0.95,0.815242494226328,30000
threat,0.6,0.32967032967032966,30000
insult,0.95,0.7121212121212122,30000
identity_hate,0.91,0.4084507042253521,30000
