label,best_threshold,best_f1_on_val,train_size
toxic,0.93,0.8109149277688603,70000
severe_toxic,0.93,0.5174129353233831,70000
obscene,0.95,0.8329545454545455,70000
threat,0.74,0.5688073394495413,70000
insult,0.95,0.7476525821596244,70000
identity_hate,0.89,0.5393939393939394,70000
