train_size,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,precision_micro_baseline,recall_micro_baseline,accuracy_micro_baseline,precision_macro_baseline,recall_macro_baseline,accuracy_macro_baseline,roc_auc_macro_baseline,precision_micro_tuned,recall_micro_tuned,accuracy_micro_tuned,precision_macro_tuned,recall_macro_tuned,accuracy_macro_tuned,roc_auc_macro_tuned,imbalance_note
70000,6,5,2,True,0.15,1313,3,0.001,0.02,1.0,2,True,False,2,192,24,1.5e-05,66958086,0.21515463397144935,0.09500521396752606,0.21515463397144935,839.4894415400004,48.867000118999385,0.635673624288425,0.5445640493017693,0.7700808625336927,0.669522711591649,0.47666476949345477,0.9538724373576309,0.9598947236495802,0.40175288320497216,0.8921815327102233,,0.9882815006585209,0.731064483111566,0.8134965831435079,0.9821823954547354,0.6240579873220551,0.727661817192559,,0.9882815006585209,Dataset is highly imbalanced (~90% non-toxic)
